!FRM4SOC_CP
!RADCAL
# radiometric calibration coefs & linearity, lamp and panel data

# comments start with # (ignored by the processor)
# no empty lines between the parameter signatures in [] and the parameter values
# parameters are case insensitive
# parameters can be inserted in any order, except the first two signatures
# columns are tab- or space-delimited

[VERSION]
0.1

[CALDATE]
2022-06-06 10:56:28

[CALLAB]
Tartu Observatory

[USER]
Riho Vendt

[LAMP_ID]
TO_717

[PANEL_ID]
SG3151_2019

[DEVICE]
SAT0386

# Correlated color temperature (K)
[LAMP_CCT]
2990.7

# wavelength (nm)	bandwidth (nm)	irradiane (mW/m2/nm)	uncertainty (%, k=2)
[LAMPDATA]
15	352.54	2.271E-004	3.14	918.200	0	1000.57	1.98	1009.20	5.24
16	355.93	2.090E-004	2.92	921.800	0	1180.27	2.38	1188.60	5.10
17	359.32	1.912E-004	2.54	918.800	0	1392.30	2.12	1403.13	3.38
18	362.71	1.760E-004	2.48	921.900	0	1635.37	2.32	1645.87	3.30
19	366.10	1.648E-004	2.46	916.900	0	1895.07	2.35	1899.20	3.43
20	369.49	1.570E-004	2.43	914.500	0	2141.90	2.34	2143.67	3.43
21	372.88	1.536E-004	2.45	917.800	0	2356.57	2.35	2354.47	4.19
22	376.28	1.527E-004	2.46	916.200	0	2529.33	1.84	2530.40	4.92
23	379.67	1.558E-004	2.43	918.000	0	2673.93	2.00	2662.80	4.45
24	383.06	1.603E-004	2.40	913.700	0	2801.93	1.97	2775.60	4.22
25	386.45	1.622E-004	2.37	916.200	0	2918.17	2.13	2905.67	4.10
26	389.85	1.654E-004	2.35	912.300	0	3047.57	2.36	3032.67	4.40
27	393.24	1.666E-004	2.18	913.700	0	3186.53	2.00	3185.13	3.20
28	396.64	1.674E-004	2.06	913.000	0	3367.33	2.57	3364.80	3.32
29	400.03	1.668E-004	1.98	918.100	0	3563.70	2.26	3569.87	3.96
30	403.42	1.654E-004	1.93	917.400	0	3814.60	1.67	3813.87	3.29
31	406.82	1.615E-004	1.92	918.700	0	4114.20	2.28	4119.87	3.80
32	410.21	1.583E-004	1.91	912.700	0	4471.97	1.56	4456.20	4.97
33	413.61	1.528E-004	1.87	920.400	0	4884.60	2.17	4868.40	4.29
34	417.01	1.459E-004	1.85	918.900	0	5368.20	2.17	5361.53	4.69
35	420.40	1.394E-004	1.80	910.700	0	5931.40	2.61	5915.73	3.19
36	423.80	1.318E-004	1.79	915.500	0	6577.40	2.16	6563.53	4.81
37	427.19	1.236E-004	1.75	913.400	0	7316.07	2.51	7319.13	3.20
38	430.59	1.163E-004	1.73	917.500	0	8147.43	1.97	8148.27	3.94
39	433.99	1.097E-004	1.71	914.300	0	9046.33	1.98	9045.47	3.95
40	437.39	1.042E-004	1.69	911.700	0	9978.57	2.95	9973.00	5.04
41	440.78	9.987E-005	1.68	916.400	0	10869.10	2.18	10868.47	5.40
42	444.18	9.665E-005	1.67	913.600	0	11725.43	1.98	11723.73	4.16
43	447.58	9.456E-005	1.67	915.100	0	12486.63	1.84	12490.93	4.52
44	450.98	9.378E-005	1.67	914.800	0	13148.33	1.93	13138.87	4.99
45	454.37	9.347E-005	1.67	913.900	0	13699.17	2.72	13708.07	4.48
46	457.77	9.425E-005	1.67	914.200	0	14161.37	2.14	14157.27	3.85
47	461.17	9.523E-005	1.67	910.600	0	14540.47	2.22	14549.33	4.91
48	464.57	9.658E-005	1.67	915.000	0	14880.10	1.80	14890.53	5.18
49	467.97	9.814E-005	1.67	912.200	0	15184.97	2.13	15196.93	4.34
50	471.36	1.000E-004	1.67	915.800	0	15451.40	2.06	15457.27	4.16
51	474.76	1.020E-004	1.67	914.800	0	15674.53	2.31	15692.07	4.02
52	478.16	1.049E-004	1.66	919.200	0	15784.80	2.41	15799.40	3.55
53	481.56	1.081E-004	1.66	919.300	0	15829.47	2.02	15846.93	3.97
54	484.96	1.116E-004	1.67	916.800	0	15859.70	2.28	15877.67	4.59
55	488.36	1.146E-004	1.66	919.200	0	15945.10	3.08	15964.80	4.25
56	491.75	1.172E-004	1.67	920.000	0	16102.87	2.35	16116.40	4.96
57	495.15	1.189E-004	1.66	915.100	0	16348.30	1.56	16369.00	3.39
58	498.55	1.202E-004	1.66	912.300	0	16676.40	1.69	16690.87	5.07
59	501.95	1.207E-004	1.66	916.900	0	17083.20	2.07	17105.33	4.96
60	505.35	1.207E-004	1.66	916.700	0	17603.20	2.18	17619.13	3.50
61	508.75	1.199E-004	1.66	921.700	0	18222.80	2.17	18245.80	5.42
62	512.14	1.183E-004	1.66	922.300	0	18974.87	2.01	19007.20	4.17
63	515.54	1.159E-004	1.66	917.800	0	19905.13	1.93	19934.00	3.85
64	518.94	1.133E-004	1.66	920.500	0	20921.47	2.44	20946.27	3.70
65	522.34	1.105E-004	1.66	920.200	0	21962.70	3.22	22011.40	4.91
66	525.74	1.084E-004	1.66	923.700	0	22953.13	2.02	23011.87	4.49
67	529.13	1.070E-004	1.66	920.400	0	23807.33	2.03	23879.93	3.93
68	532.53	1.060E-004	1.66	923.100	0	24608.33	2.11	24684.07	3.70
69	535.93	1.055E-004	1.66	918.500	0	25327.73	1.55	25402.27	3.53
70	539.33	1.048E-004	1.66	916.700	0	26095.80	2.63	26173.53	4.56
71	542.72	1.037E-004	1.64	915.100	0	26941.33	2.19	27043.87	5.84
72	546.12	1.026E-004	1.63	915.800	0	27836.07	2.56	27953.00	5.27
73	549.52	1.014E-004	1.61	918.500	0	28784.57	1.81	28899.47	4.44
74	552.91	1.003E-004	1.61	917.000	0	29719.57	2.59	29834.93	4.63
75	556.31	9.942E-005	1.61	912.400	0	30607.60	2.08	30729.47	5.31
76	559.70	9.864E-005	1.61	922.900	0	31420.20	2.14	31572.33	4.24
77	563.10	9.824E-005	1.61	919.300	0	32170.17	2.37	32331.73	4.28
78	566.50	9.803E-005	1.61	923.000	0	32883.90	1.52	33044.67	3.28
79	569.89	9.802E-005	1.61	927.200	0	33483.60	1.81	33665.33	4.17
80	573.28	9.839E-005	1.61	923.900	0	33980.43	2.87	34160.73	4.37
81	576.68	9.872E-005	1.61	931.900	0	34419.87	2.25	34632.40	5.29
82	580.07	9.930E-005	1.61	924.400	0	34853.30	1.94	35051.93	4.12
83	583.47	1.001E-004	1.61	920.700	0	35194.10	1.57	35397.33	3.97
84	586.86	1.012E-004	1.61	917.000	0	35412.23	2.60	35603.47	4.40
85	590.25	1.023E-004	1.61	925.300	0	35588.93	2.33	35798.20	4.24
86	593.65	1.036E-004	1.61	926.100	0	35701.37	1.73	35914.87	3.69
87	597.04	1.050E-004	1.61	919.800	0	35784.93	2.30	36000.33	4.59
88	600.43	1.066E-004	1.61	921.100	0	35804.03	1.74	36027.80	3.53
89	603.82	1.080E-004	1.61	919.800	0	35853.77	2.19	36074.40	5.28
90	607.21	1.098E-004	1.61	920.700	0	35783.67	2.34	36011.93	5.32
91	610.60	1.120E-004	1.61	922.100	0	35583.70	2.19	35814.07	5.73
92	613.99	1.151E-004	1.61	923.200	0	35088.00	2.28	35328.93	4.56
93	617.38	1.196E-004	1.61	924.000	0	34248.40	2.87	34467.60	4.50
94	620.77	1.252E-004	1.61	921.800	0	33187.40	2.27	33388.20	4.45
95	624.16	1.301E-004	1.61	922.100	0	32347.27	2.09	32553.20	5.18
96	627.55	1.345E-004	1.61	916.800	0	31709.20	1.83	31903.33	5.06
97	630.94	1.398E-004	1.61	917.900	0	30892.23	2.68	31078.73	5.01
98	634.32	1.436E-004	1.61	914.700	0	30495.03	2.57	30655.93	4.53
99	637.71	1.441E-004	1.60	917.500	0	30692.23	1.92	30873.67	3.54
100	641.10	1.448E-004	1.60	914.900	0	30913.03	1.94	31091.40	4.01
101	644.48	1.453E-004	1.60	917.200	0	31140.30	2.46	31333.87	4.30
102	647.87	1.469E-004	1.61	923.500	0	31148.53	2.04	31340.93	5.64
103	651.25	1.490E-004	1.61	918.900	0	31048.20	2.21	31235.33	4.89
104	654.64	1.514E-004	1.61	923.800	0	30833.20	2.55	31043.13	5.07
105	658.02	1.556E-004	1.60	915.800	0	30390.67	1.82	30562.93	4.76
106	661.40	1.587E-004	1.60	917.100	0	30074.60	3.49	30260.13	3.92
107	664.78	1.615E-004	1.60	921.800	0	29822.63	2.61	30008.53	3.72
108	668.17	1.648E-004	1.60	926.100	0	29470.30	1.90	29666.93	4.53
109	671.55	1.681E-004	1.60	921.200	0	29216.27	1.97	29385.27	5.37
110	674.93	1.702E-004	1.60	918.800	0	29121.63	2.10	29290.40	3.55
111	678.31	1.719E-004	1.60	920.400	0	29093.10	2.47	29265.27	3.55
112	681.68	1.730E-004	1.60	915.400	0	29159.73	2.75	29329.87	4.33
113	685.06	1.738E-004	1.60	922.100	0	29251.63	1.97	29432.73	5.02
114	688.44	1.745E-004	1.60	916.600	0	29365.97	2.41	29543.80	4.25
115	691.82	1.750E-004	1.60	915.800	0	29543.57	1.92	29713.53	4.94
116	695.19	1.763E-004	1.60	916.200	0	29570.60	2.21	29746.73	3.82
117	698.57	1.779E-004	1.60	916.000	0	29550.07	2.23	29724.47	3.85
118	701.94	1.786E-004	1.60	920.800	0	29557.77	2.12	29776.27	5.30
119	705.31	1.801E-004	1.60	914.100	0	29569.13	2.76	29765.40	3.61
120	708.69	1.810E-004	1.60	914.900	0	29637.63	2.77	29829.33	4.44
121	712.06	1.815E-004	1.60	911.800	0	29756.20	2.80	29950.00	5.21
122	715.43	1.814E-004	1.60	915.100	0	29961.67	2.73	30154.53	4.31
123	718.80	1.808E-004	1.60	917.600	0	30227.40	2.24	30443.67	5.43
124	722.17	1.802E-004	1.60	918.500	0	30532.20	2.74	30739.07	5.07
125	725.54	1.792E-004	1.60	919.900	0	30875.20	2.89	31096.93	5.14
126	728.91	1.786E-004	1.60	916.400	0	31217.83	2.40	31426.40	5.75
127	732.27	1.779E-004	1.60	916.000	0	31529.13	2.49	31743.13	5.82
128	735.64	1.775E-004	1.60	920.100	0	31754.97	2.04	31986.87	3.68
129	739.00	1.781E-004	1.60	919.700	0	31810.03	2.52	32048.20	4.79
130	742.37	1.791E-004	1.60	914.900	0	31826.13	1.84	32059.13	4.82
131	745.73	1.801E-004	1.60	917.500	0	31792.53	2.47	32037.47	4.28
132	749.09	1.815E-004	1.60	922.000	0	31692.33	1.85	31942.33	3.81
133	752.45	1.837E-004	1.60	919.200	0	31480.47	2.24	31723.87	4.66
134	755.81	1.858E-004	1.60	919.500	0	31301.00	2.50	31533.47	4.52
135	759.17	1.880E-004	1.60	919.200	0	31099.30	1.92	31322.07	3.13
136	762.53	1.902E-004	1.60	921.900	0	30862.73	2.59	31100.53	3.11
137	765.89	1.925E-004	1.60	917.200	0	30620.07	2.73	30864.40	3.66
138	769.25	1.955E-004	1.60	913.100	0	30323.07	2.05	30547.07	4.20
139	772.60	1.988E-004	1.60	917.000	0	29956.43	1.93	30167.53	5.14
140	775.96	2.024E-004	1.60	917.300	0	29543.50	2.64	29750.27	3.37
141	779.31	2.065E-004	1.60	920.300	0	29047.30	3.17	29255.20	5.49
142	782.66	2.118E-004	1.60	917.000	0	28471.77	2.87	28662.00	3.53
143	786.01	2.168E-004	1.60	918.300	0	27908.17	2.78	28103.73	4.50
144	789.36	2.224E-004	1.60	922.100	0	27341.97	1.96	27524.67	5.78
145	792.71	2.279E-004	1.60	912.100	0	26779.00	2.31	26956.00	5.42
146	796.06	2.336E-004	1.60	912.900	0	26205.30	2.37	26383.47	4.81
147	799.41	2.392E-004	1.60	912.900	0	25688.33	1.99	25856.13	4.53
148	802.75	2.451E-004	1.60	913.600	0	25160.67	2.98	25316.00	5.28
149	806.10	2.518E-004	1.60	915.500	0	24588.40	2.42	24729.33	4.21
150	809.44	2.584E-004	1.60	916.400	0	24000.53	2.39	24151.13	5.70
151	812.78	2.656E-004	1.60	915.700	0	23434.67	2.47	23568.60	3.31
152	816.12	2.728E-004	1.60	911.700	0	22883.77	1.86	23009.53	4.97
153	819.46	2.798E-004	1.60	917.800	0	22347.90	1.64	22480.80	5.81
154	822.80	2.883E-004	1.60	917.400	0	21778.40	2.83	21892.67	3.86
155	826.14	2.966E-004	1.60	919.700	0	21210.47	2.21	21329.33	3.73
156	829.48	3.058E-004	1.60	916.600	0	20636.57	2.21	20744.27	3.38
157	832.81	3.170E-004	1.60	918.200	0	19955.20	2.98	20060.67	4.41
158	836.14	3.288E-004	1.60	919.200	0	19307.30	2.24	19400.40	3.34
159	839.48	3.411E-004	1.60	916.600	0	18655.97	3.19	18745.00	3.44
160	842.81	3.535E-004	1.60	919.900	0	17995.80	2.53	18099.93	4.37
161	846.14	3.690E-004	1.60	922.200	0	17303.70	3.17	17384.13	3.68
162	849.47	3.842E-004	1.60	921.400	0	16641.93	2.56	16720.33	3.97
163	852.79	4.009E-004	1.60	923.400	0	15969.90	2.58	16044.60	3.95
164	856.12	4.188E-004	1.60	918.000	0	15329.00	2.51	15388.07	4.13
165	859.44	4.368E-004	1.60	920.700	0	14699.60	2.48	14762.60	4.04
166	862.77	4.553E-004	1.60	917.900	0	14111.47	2.41	14174.60	4.64
167	866.09	4.748E-004	1.61	921.100	0	13564.70	1.54	13616.40	4.78
168	869.41	4.938E-004	1.60	916.700	0	13069.73	2.40	13111.80	3.99
169	872.73	5.130E-004	1.60	912.900	0	12595.40	1.86	12635.73	4.06
170	876.05	5.321E-004	1.61	913.400	0	12164.67	2.11	12198.67	4.25
171	879.36	5.503E-004	1.61	917.800	0	11757.50	2.01	11798.73	5.30
172	882.68	5.680E-004	1.60	919.300	0	11381.30	2.48	11426.40	3.78
173	885.99	5.891E-004	1.60	919.800	0	11012.17	2.51	11036.60	2.99
174	889.30	6.068E-004	1.60	917.600	0	10675.57	2.31	10705.73	3.27
175	892.61	6.276E-004	1.61	919.500	0	10321.57	2.55	10350.60	4.24
176	895.92	6.472E-004	1.61	922.600	0	9977.07	2.39	10020.33	4.10
177	899.23	6.680E-004	1.61	919.800	0	9644.33	2.78	9695.47	5.10
178	902.54	0.000E+000	0.00	921.400	0	9299.23	2.29	9341.93	4.94
179	905.84	0.000E+000	0.00	918.300	0	8935.00	2.70	8957.33	5.45
180	909.14	0.000E+000	0.00	918.900	0	8594.03	2.78	8631.67	4.02
181	912.45	0.000E+000	0.00	918.100	0	8243.47	1.99	8258.67	3.81
182	915.75	0.000E+000	0.00	915.400	0	7896.00	2.13	7918.20	3.17
183	919.04	0.000E+000	0.00	920.000	0	7546.20	2.05	7570.47	3.38
184	922.34	0.000E+000	0.00	916.600	0	7190.27	1.83	7215.40	3.71
185	925.64	0.000E+000	0.00	914.400	0	6848.40	2.92	6862.20	5.23
186	928.93	0.000E+000	0.00	916.800	0	6530.33	2.06	6545.00	3.91
187	932.22	0.000E+000	0.00	914.400	0	6194.03	2.31	6208.73	5.12
188	935.51	0.000E+000	0.00	919.800	0	5846.63	1.91	5861.53	4.61
189	938.80	0.000E+000	0.00	916.500	0	5518.40	2.30	5525.53	4.86
190	942.09	0.000E+000	0.00	916.300	0	5223.70	1.95	5230.93	3.66
191	945.37	0.000E+000	0.00	917.300	0	4989.43	1.92	5008.40	3.95
192	948.66	0.000E+000	0.00	920.700	0	4810.77	2.58	4815.00	4.33
193	951.94	0.000E+000	0.00	919.000	0	4642.53	2.02	4647.67	4.11
194	955.22	0.000E+000	0.00	915.700	0	4483.37	2.11	4494.60	4.00
195	958.50	0.000E+000	0.00	915.900	0	4317.70	1.81	4315.87	3.53
196	961.78	0.000E+000	0.00	917.000	0	4145.07	2.47	4147.80	4.29
197	965.05	0.000E+000	0.00	919.700	0	3971.30	2.60	3978.40	5.42
198	968.32	0.000E+000	0.00	915.600	0	3793.23	2.07	3797.53	4.02
199	971.60	0.000E+000	0.00	915.100	0	3616.80	2.61	3614.53	4.64
200	974.87	0.000E+000	0.00	916.800	0	3435.63	1.84	3432.87	3.92
201	978.13	0.000E+000	0.00	909.300	0	3279.07	2.55	3269.67	4.45
202	981.40	0.000E+000	0.00	917.000	0	3121.83	2.26	3111.00	4.96
203	984.67	0.000E+000	0.00	914.500	0	2974.97	2.12	2972.07	4.00
204	987.93	0.000E+000	0.00	912.500	0	2838.57	2.32	2834.87	2.94
205	991.19	0.000E+000	0.00	910.500	0	2709.50	2.70	2709.87	3.68
206	994.45	0.000E+000	0.00	909.000	0	2580.73	2.34	2577.40	5.28
207	997.71	0.000E+000	0.00	913.900	0	2438.17	2.44	2441.47	3.64
208	1000.96	0.000E+000	0.00	913.400	0	2315.47	1.71	2323.40	5.13
209	1004.22	0.000E+000	0.00	914.900	0	2181.70	1.81	2181.20	3.59
210	1007.47	0.000E+000	0.00	913.800	0	2049.73	2.55	2059.53	6.19
211	1010.72	0.000E+000	0.00	915.800	0	1912.80	1.67	1925.13	4.88
212	1013.96	0.000E+000	0.00	916.100	0	1788.27	1.85	1804.80	4.16
213	1017.21	0.000E+000	0.00	918.100	0	1667.10	1.91	1680.13	4.49
214	1020.45	0.000E+000	0.00	920.900	0	1555.70	2.04	1562.53	4.81
215	1023.70	0.000E+000	0.00	913.500	0	1450.40	2.33	1461.40	3.73
216	1026.94	0.000E+000	0.00	920.800	0	1337.03	2.41	1353.73	4.88
217	1030.18	0.000E+000	0.00	917.500	0	1254.53	1.80	1267.67	4.57
218	1033.41	0.000E+000	0.00	915.000	0	1163.33	1.77	1171.33	4.80
219	1036.65	0.000E+000	0.00	913.800	0	1085.70	2.16	1094.13	4.82
220	1039.88	0.000E+000	0.00	907.800	0	1017.10	2.24	1016.07	4.73
221	1043.11	0.000E+000	0.00	910.900	0	941.03	2.30	941.00	4.93
222	1046.34	0.000E+000	0.00	910.400	0	878.10	2.33	887.67	3.74
223	1049.56	0.000E+000	0.00	911.800	0	811.97	1.83	812.20	4.47
224	1052.79	0.000E+000	0.00	909.900	0	755.87	2.47	756.80	3.51
225	1056.01	0.000E+000	0.00	914.600	0	694.50	1.57	696.47	3.48
226	1059.23	0.000E+000	0.00	909.400	0	652.73	2.23	655.00	4.15
227	1062.45	0.000E+000	0.00	915.600	0	604.77	1.96	601.27	4.60
228	1065.66	0.000E+000	0.00	917.400	0	563.73	2.53	564.93	4.09
229	1068.87	0.000E+000	0.00	909.600	0	531.40	2.20	540.47	4.42
230	1072.09	0.000E+000	0.00	912.700	0	504.43	2.36	495.00	3.78
231	1075.30	0.000E+000	0.00	912.200	0	476.37	3.51	470.80	5.36
232	1078.50	0.000E+000	0.00	906.300	0	454.10	2.14	438.27	3.87
233	1081.71	0.000E+000	0.00	904.700	0	428.43	2.38	428.27	4.18
234	1084.91	0.000E+000	0.00	907.700	0	404.47	2.25	399.20	4.30
235	1088.11	0.000E+000	0.00	903.000	0	385.97	1.41	376.53	4.12
236	1091.31	0.000E+000	0.00	910.900	0	365.17	2.09	367.27	4.09
237	1094.50	0.000E+000	0.00	909.300	0	349.77	1.71	345.40	4.21
238	1097.70	0.000E+000	0.00	906.200	0	332.10	1.85	327.47	4.35
239	1100.89	0.000E+000	0.00	910.900	0	320.60	1.56	319.00	4.95
240	1104.08	0.000E+000	0.00	909.200	0	321.30	1.84	327.20	4.75
241	1107.27	0.000E+000	0.00	911.900	0	326.13	2.90	317.20	4.02
242	1110.45	0.000E+000	0.00	912.200	0	353.80	2.24	356.73	4.19
243	1113.63	0.000E+000	0.00	911.800	0	405.03	2.00	397.87	4.09
244	1116.81	0.000E+000	0.00	909.000	0	458.03	1.97	460.00	3.85
245	1119.99	0.000E+000	0.00	906.700	0	509.77	2.12	502.13	4.49
246	1123.17	0.000E+000	0.00	912.100	0	532.40	2.19	529.47	4.20
247	1126.34	0.000E+000	0.00	910.300	0	545.47	2.84	548.47	3.94
248	1129.51	0.000E+000	0.00	906.400	0	557.37	1.95	557.07	4.04
249	1132.68	0.000E+000	0.00	909.900	0	557.07	2.01	556.67	4.42
250	1135.85	0.000E+000	0.00	905.300	0	573.10	2.02	570.47	5.18
251	1139.01	0.000E+000	0.00	905.900	0	589.50	2.33	581.27	4.29
252	1142.17	0.000E+000	0.00	907.100	0	608.10	2.18	600.93	4.41
253	1145.33	0.000E+000	0.00	906.200	0	628.93	2.24	615.87	4.83
254	1148.49	0.000E+000	0.00	908.000	0	647.83	2.17	632.80	3.65
255	1151.64	0.000E+000	0.00	912.600	0	661.90	2.74	657.87	4.29
[END_OF_CALDATA]
